Id;Name;Name Short;Nick Name;Abbreviation;Nation;Division;Last Division;Reserve Division;Reputation;Year Founded;Cash;Player Budget;Attendance;Min Attendance;Max Attendance;Stadium;Practice Facilities;Foreground Colour 1;Background Colour 1;Trim Colour 1;Foreground Colour 2;Background Colour 2;Trim Colour 2;Foreground Colour 3;Background Colour 3;Trim Colour 3;Favourite Staff 1;Favourite Staff 2;Favourite Staff 3;Disliked Staff 1;Disliked Staff 2;Disliked Staff 3;Rival 1;Rival 2;Rival 3;
3666;Pittsford;Pittsford;---;PIT;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5627;---;---;White;NHL? Ducks Gold;Black;NHL? Ducks Gold;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3667;Queensbury;Queensbury;---;QB;United States;HS-NY;---;HS-NY;1200;0;0;37500;360;144;5654;---;---;White;NHL? Nucks Blue;Black;Black;NHL? Nucks Blue;White;---;---;---;---;---;---;---;---;---;---;---;---;
3668;Rome Free Academy;Rome Free;---;RFA;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5070;---;---;White;NHL? Penguins Yellow;Black;Black;NHL? Penguins Yellow;White;---;---;---;---;---;---;---;---;---;---;---;---;
3669;Saratoga Springs;Saratoga Springs;---;SS;United States;HS-NY;---;HS-NY;1200;0;0;37500;360;144;5180;---;---;White;Black;Blue 5;Blue 5;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3670;Shenendehowa;Shenendehowa;---;SHE;United States;HS-NY;---;HS-NY;1200;0;0;37500;360;144;5882;---;---;White;Black;NHL? Wheat;NHL? Wheat;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3671;Suffern;Suffern;---;SUF;United States;HS-NY;---;HS-NY;1496;0;0;37500;562;225;5774;---;---;White;Black;NHL? Green 3;NHL? Green 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3672;West Genesee;West Genesee;---;WG;United States;HS-NY;---;HS-NY;1500;0;0;37500;562;225;5248;---;---;White;Red 4;Black;Black;Red 4;White;---;---;---;---;---;---;---;---;---;---;---;---;
3673;Williamsville North;Williamsville North;---;WN;United States;HS-NY;---;HS-NY;1200;0;0;37500;360;144;5823;---;---;White;Red 3;White;Red 3;White;Red 3;---;---;---;---;---;---;---;---;---;---;---;---;
3674;Bismarck Century;Bismarck Century;---;BC;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5422;---;---;White;Red 1;Blue 4;Blue 4;Red 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3675;Bismarck High;Bismarck High;---;BH;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5171;---;---;Black;White;Red 3;Red 3;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3676;Bottineau;Bottineau;---;BOT;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5781;---;---;White;Yellow 2;Purple 2;Purple 2;Yellow 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3677;Devils Lake;Devils Lake;---;DL;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5831;---;---;Red 3;White;Black;Black;White;Red 3;---;---;---;---;---;---;---;---;---;---;---;---;
3678;Dickinson;Dickinson;---;DIC;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5503;---;---;White;Orange 1;Black;Black;Orange 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3679;Fargo Davies;Fargo Davies;---;FD;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5261;---;---;White;Red 3;Gold Nashville;Gold Nashville;Red 3;White;---;---;---;---;---;---;---;---;---;---;---;---;
3680;Hazen/Beulah;Hazen/Beulah;---;HB;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5293;---;---;Yellow 2;White;Black;Black;White;Yellow 2;---;---;---;---;---;---;---;---;---;---;---;---;
3681;Jamestown;Jamestown;---;JAM;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5656;---;---;Blue 3;NHL? Silver Flat;Black;Black;NHL? Silver Flat;Blue 3;---;---;---;---;---;---;---;---;---;---;---;---;
3682;Mandan;Mandan;---;MAN;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5961;---;---;White;Black;Black;Black;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3683;Wahpeton/Breckenridge;Wahpeton/Breckenridge;---;WB;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5116;---;---;Purple 1;White;Black;Black;White;Purple 1;---;---;---;---;---;---;---;---;---;---;---;---;
3684;West Fargo;West Fargo;---;WF;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5360;---;---;White;Black;Green 1;Green 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3685;Williston;Williston;---;WIL;United States;HS-ND;---;HS-ND;1500;0;0;37500;562;225;5092;---;---;White;Black;Orange 1;Orange 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3686;Lakewood St. Edward;Lakewood St. Edward;---;LSE;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5329;---;---;White;Grey 2;Black;Black;Grey 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3687;Shaker Heights;Shaker Heights;---;SH;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5182;---;---;White;Black;Blue 4;Blue 4;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3688;St. Ignatius;St. Ignatius;---;SI;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5089;---;---;White;Black;Purple 4;Purple 4;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3689;Sylvania Northview;Sylvania Northview;---;SN;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5582;---;---;White;Black;Purple 3;Purple 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3690;Toledo St. Francis;Toledo St. Francis;---;TSF;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5425;---;---;White;Red 2;Black;Black;Red 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3691;Toledo St. John's;Toledo St. John's;---;TSJ;United States;HS-OH;---;HS-OH;1000;0;0;37500;250;100;5487;---;---;White;NHL? Bolts Blue;Black;Black;NHL? Bolts Blue;White;---;---;---;---;---;---;---;---;---;---;---;---;
3692;Canevin;Canevin;---;CAN;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5017;---;---;White;Black;Blue 1;Blue 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3693;Canon McMillan;Canon McMillan;---;CM;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5185;---;---;White;Brown 2;Black;Black;Brown 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3694;Holy Ghost Prep;Holy Ghost;---;HGP;United States;HS-PA;---;HS-PA;1500;0;0;37500;562;225;5520;---;---;White;Grey 2;Black;Black;Grey 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3695;Kittanning;Kittanning;---;KIT;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5179;---;---;White;Black;NHL? Copper;NHL? Copper;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3696;La Salle;La Salle;---;LS;United States;HS-PA;---;HS-PA;1500;0;0;37500;562;225;5850;---;---;White;Black;Cyan 1;Cyan 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3697;Latrobe;Latrobe;---;LAT;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5017;---;---;White;Green 3;Black;Black;Green 3;White;---;---;---;---;---;---;---;---;---;---;---;---;
3698;Mars;Mars;---;MAR;United States;HS-PA;---;HS-PA;1498;0;0;37500;562;225;5509;---;---;White;Black;Purple 3;Purple 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3699;Peters Township;Peters Township;---;PT;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5698;---;---;White;Yellow 3;Black;Black;Yellow 3;White;---;---;---;---;---;---;---;---;---;---;---;---;
3700;Seneca Valley;Seneca Valley;---;SV;United States;HS-PA;---;HS-PA;1200;0;0;37500;360;144;5180;---;---;White;Black;White;Black;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3701;Shaler;Shaler;---;SHA;United States;HS-PA;---;HS-PA;1000;0;0;37500;250;100;5336;---;---;White;Black;Amber;Amber;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3702;Barrington;Barrington;---;BAR;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5595;---;---;White;Black;Olive;Olive;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3703;Bishop Hendricken;Bishop Hendricken;---;BH;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5532;---;---;White;Orange 1;Black;Black;Orange 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3704;Burrillville;Burrillville;---;BUR;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5631;---;---;White;Green 2;Black;Black;Green 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3705;Cranston West;Cranston West;---;CW;United States;HS-RI;---;HS-RI;1500;0;0;37500;562;225;5876;---;---;White;Black;NHL? Gold 3;NHL? Gold 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3706;La Salle Academy;La Salle;---;LSA;United States;HS-RI;---;HS-RI;1500;0;0;37500;562;225;5980;---;---;White;Blue 1;Black;Black;Blue 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3707;Lincoln;Lincoln;---;LIN;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5346;---;---;White;Black;NHL? Logo Orange;NHL? Logo Orange;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3708;Moses Brown;Moses Brown;---;MB;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5146;---;---;White;Black;NHL? Thrashers Blue;NHL? Thrashers Blue;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3709;North Kingstown;North Kingstown;---;NK;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5330;---;---;White;Purple 1;Black;Black;Purple 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3710;Smithfield;Smithfield;---;SMI;United States;HS-RI;---;HS-RI;1000;0;0;37500;250;100;5741;---;---;White;Black;Gold;Black;Gold;White;---;---;---;---;---;---;---;---;---;---;---;---;
3711;Ashwaubenon;Ashwaubenon;---;ASH;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5880;---;---;White;White;Black;Black;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3712;Cedarburg;Cedarburg;---;CED;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5016;---;---;White;Black;Orange 1;Orange 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3713;Fond du Lac Springs;Fond du Lac Springs;---;FdLS;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5943;---;---;White;Black;Red 1;Red 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3714;Green Bay United;Green Bay United;---;GBU;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5520;---;---;White;Red 3;Black;Black;Red 3;White;---;---;---;---;---;---;---;---;---;---;---;---;
3715;Madison Edgewood;Madison Edgewood;---;ME;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5189;---;---;White;Grey 1;Black;Black;Grey 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3716;Middleton;Middleton;---;MID;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5201;---;---;White;Green 1;Black;Black;Green 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3717;Monona Grove;Monona Grove;---;MG;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5366;---;---;White;Black;NHL? Teal;NHL? Teal;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3718;New Richmond;New Richmond;---;NR;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5304;---;---;White;Red 1;Black;Black;Red 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3719;Notre Dame Academy;Notre Dame;---;ND;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5132;---;---;White;Black;Green 1;Green 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3720;Oregon;Oregon;---;ORE;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5621;---;---;Yellow 1;Black;Black;Black;Black;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3721;Reedsburg/Wisconsin Dells;Reedsburg/Wisconsin Dells;---;RWD;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5246;---;---;White;Blue 1;Black;Black;Blue 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3722;Stoughton;Stoughton;---;STO;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5894;---;---;White;Orange 2;Black;Black;Orange 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3723;Verona;Verona;---;VER;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5914;---;---;White;Maroon;Black;Black;Maroon;White;---;---;---;---;---;---;---;---;---;---;---;---;
3724;Waunakee;Waunakee;---;WAU;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5674;---;---;White;Black;Red 2;Red 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3725;Waupaca;Waupaca;---;WP;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5216;---;---;White;Black;Gold;Gold;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3726;Wausau East;Wausau East;---;WE;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5678;---;---;White;Grey 1;Black;Black;Grey 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3727;Wausau West;Wausau West;---;WW;United States;HS-WI;---;HS-WI;1500;0;0;37500;562;225;5175;---;---;White;Black;NHL? Red;NHL? Red;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3728;Minot Minotauros;Minot;Tauros;MIN;United States;NAHL;---;NAHL Central;2597;0;0;33750;1822;729;5290;---;---;White;Black;Red 1;Black;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3729;Danville Dashers;Dashers;---;DVL;United States;FHL;---;FHL;2191;0;0;90000;810;324;5608;---;---;Black;White;NHL? Metallic Gold;NHL? Metallic Gold;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3730;Färjestads BK J20;Färjestad J20;FBK;FBK;Sweden;J20 SuperElit;---;J20 SuperElit;3555;0;0;33750;3240;1296;6866;Löfbergs Lila Arena;Löfbergs Lila Arena;White;NHL? Dark Green;Gold;NHL? Dark Green;White;Gold;---;---;---;---;---;---;---;---;---;---;---;---;
3731;St. John's IceCaps;St. John's;IceCaps;SJS;Canada;AHL;---;AHL Atlantic Division;7441;0;0;507747;7024;3969;7900;Mile One Stadium;Mile One Stadium;White;Blue Navy Dark;NHL? Blue 5;Blue Navy Dark;White;NHL? Blue 5;---;---;---;---;---;---;---;---;---;---;---;---;
3732;Aalborg Pirates II;Aab II;---;AAB2;Denmark;Danish First Division;---;Danish First Division;1000;0;0;190000;250;100;5000;Gigantium;Gigantium;Black;White;Red 1;Red 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3733;Chilliwack Bruins;Chilliwack;Bruins;CHI;---;---;WHL;---;3500;2006;0;0;5000;3700;5000;Prospera Centre;Prospera Centre;White;NHL? Black;NHL? Gold 2;NHL? Black;White;NHL? Gold 2;Black;Black;Black;---;---;---;---;---;---;Vancouver Giants;Kelowna Rockets;Kamloops Blazers;
3734;HC Lev Praha;HC Lev;---;LEV;---;---;Kontinental Hockey League;---;7000;2011;0;0;8500;3500;13150;Tipsport Arena Prague;Tipsport Arena Prague;Black;Red 1;White;Black;White;Red 1;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3735;Montréal Junior Hockey Club;Montréal;---;MJHC;---;---;QMJHL;---;3500;2005;0;0;3116;1225;3780;Verdun Auditorium;Verdun Auditorium;Maroon;Maroon;White;Maroon;White;White;Black;Black;Black;---;---;---;---;---;---;Gatineau Olympiques;Quebec Remparts;---;
3736;Shattuck-St. Mary's U16;Shattuck-St. Mary's U16;---;SSM;United States;USU16E;---;USU16E;1000;0;0;33750;250;100;5431;---;---;White;Red 3;White;White;White;Red 3;---;---;---;---;---;---;---;---;---;---;---;---;
3737;Boston Advantage U16;Boston Advantage U16;---;BOS;United States;USU16E;---;USU16E;1000;0;0;33750;250;100;5040;---;---;Black;Blue 5;Orange 1;Blue 5;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
3738;Compuware U16;Compuware U16;---;COM;United States;USU16E;---;USU16E;1000;0;0;33750;250;100;5016;---;---;Orange 1;Brown 1;White;Brown 1;White;Orange 1;---;---;---;---;---;---;---;---;---;---;---;---;
3739;HC Stadion Litomerice;Litomerice;---;LTM;Czech Republic;First Division;---;First Division;2000;1972;0;200000;964;400;1750;Kalich Arena;Kalich Arena;White;Blue 1;NHL? Islanders Orange;Blue 1;White;NHL? Islanders Orange;---;---;---;---;---;---;---;---;---;HC Most;---;---;
3740;Karlskrona HK J20;Karlskrona;---;KHKJr;Sweden;J20 Lower;---;J20 Lower;1327;0;0;37500;455;182;5649;Telenor Arena;Telenor Arena;Black;Red 1;White;Black;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3741;Karlskrona HK J18;Karlskrona;---;KHK18;Sweden;J18 Lower;---;J18 Lower;898;0;0;37500;250;81;5897;Telenor Arena;Telenor Arena;Black;Red 1;White;Black;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3742;Toronto Lakeshore Patriots;Toronto Lakeshore;Patriots;TLS;Canada;OPJHL;---;OPJAHL South;2762;0;0;33750;1822;729;5838;---;---;White;Blue 3;Gold;Blue 3;White;Gold;---;---;---;---;---;---;---;---;---;---;---;---;
3743;Belle Tire U18;Belle Tire;Belle Tire;BEL;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5365;---;---;White;NHL? Red;White;NHL? Red;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3744;Cleveland Barons U18;Cleveland;Barons;CLE;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5450;---;---;White;Red 1;Black;Red 1;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3745;Ohio Blue Jackets U18;Ohio;Blue Jackets;OBJ;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5121;---;---;NHL? Red;NHL? Blue 1;White;NHL? Red;White;NHL? Blue 1;---;---;---;---;---;---;---;---;---;---;---;---;
3746;Pittsburgh Hornets U18;Pittsburgh;Hornets;PIT;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5192;---;---;Yellow 2;Red 1;Black;Red 1;White;Yellow 2;---;---;---;---;---;---;---;---;---;---;---;---;
3747;Chicago Fury U18;Chicago;Fury;CHI;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5592;---;---;Red 1;Black;Orange 1;Red 1;White;Orange 1;---;---;---;---;---;---;---;---;---;---;---;---;
3748;Madison Capitols U18;Madison;Capitols;MAD;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5508;---;---;Red 1;Blue 5;White;Red 1;White;Blue 5;---;---;---;---;---;---;---;---;---;---;---;---;
3749;St. Louis Amateur Blues U18;St. Louis;Blues;STL;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5779;---;---;NHL? Blue 1;NHL? St. Louis Blue;NHL? Yellow;NHL? St. Louis Blue;White;NHL? Yellow;---;---;---;---;---;---;---;---;---;---;---;---;
3750;LA Selects U18;LA Selects;LA Selects;LAS;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5948;---;---;Black;Black;White;Black;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3751;Colorado Thunderbirds U18;Thunderbirds;Thunderbirds;COT;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5788;---;---;White;Blue 1;NHL? Silver Flat;Blue 1;White;NHL? Silver Flat;---;---;---;---;---;---;---;---;---;---;---;---;
3752;Russell Stover U18;Russell Stover;Russell Stover;RUS;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5461;---;---;White;Red 1;Red 1;Red 1;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3753;Boston Advantage U18;Boston;Advantage;BOS;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5833;---;---;Black;Blue 5;Orange 1;Blue 5;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3754;DC Capitals U18;DC Caps;Capitals;DC;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5563;---;---;NHL? Blue 4;Red 1;White;NHL? Blue 4;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3755;Philadelphia Junior Flyers U18;Philadelphia;Jr. Flyers;PHI;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5189;---;---;White;NHL? Black;NHL? Flyers Orange;NHL? Flyers Orange;White;NHL? Black;---;---;---;---;---;---;---;---;---;---;---;---;
3756;Team Comcast U18;Team Comcast;Team Comcast;COM;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5601;---;---;Red 1;Black;White;Black;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3757;Oakland Grizzlies U18;Oakland;Grizzlies;OAK;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5264;---;---;NHL? Light Brown;Black;Brown 1;NHL? Light Brown;White;Brown 1;---;---;---;---;---;---;---;---;---;---;---;---;
3758;Victory Honda U18;Victory Honda;Victory Honda;VH;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5865;---;---;White;Black;Blue 5;Black;White;Blue 5;---;---;---;---;---;---;---;---;---;---;---;---;
3759;Buffalo Junior Sabres U18;Buffalo;Jr. Sabres;BUF;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5248;---;---;NHL? Gold 3;NHL? Blue 1;White;NHL? Blue 1;White;NHL? Gold 3;---;---;---;---;---;---;---;---;---;---;---;---;
3760;TPH Thunder U18;TPH;Thunder;TPH;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5196;---;---;Blue 4;Black;White;Black;White;Blue 4;---;---;---;---;---;---;---;---;---;---;---;---;
3761;Milwaukee Junior Admirals U18;Milwaukee;Jr. Admirals;MIL;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5381;---;---;NHL? Black;NHL? Black;NHL? Light Blue 2;NHL? Black;White;NHL? Light Blue 2;---;---;---;---;---;---;---;---;---;---;---;---;
3762;Dallas Junior Stars U18;Dallas;Jr. Stars;DAL;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5509;---;---;Green 2;Green 2;White;White;White;Green 2;---;---;---;---;---;---;---;---;---;---;---;---;
3763;Los Angeles Junior Kings U18;Los Angeles;Jr. Kings;LAK;United States;T1EHL (Midget Major);---;T1EHL (Midget Major);1750;0;0;37500;765;306;5192;---;---;White;NHL? Black;NHL? Metallic Silver;NHL? Black;White;NHL? Metallic Silver;---;---;---;---;---;---;---;---;---;---;---;---;
